Fold,Model,Model_ZH,Method,Method_ZH,True_Label_Name,True_Label_ZH,Score_High,Score_Low,Score_Medium
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,2.1240322565177756,-0.26290796175532205,1.2528285478110968
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,0.823771747142977,-0.2537270226362669,2.270546809773518
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2509302679154717,2.2060024035346375,1.1960069042314798
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.24233939762386444,1.1328227636979586,2.2222527704914983
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.21143895961325335,0.783577302915981,2.2606449992109257
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25943811994721044,2.2030291669750524,1.2204451689209685
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,0.8555314161598393,-0.25339846533721516,2.265788491285804
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2532125683998251,2.223274950054772,1.1769629363069285
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2759789321145591,2.2732716336936356,1.0691959124229828
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.20612414544725216,0.7767398421744207,2.261627840154041
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26068377548884303,2.1887680261937352,1.2317838893653918
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2354085870933283,1.12589373397865,2.21416147726757
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25495305266172463,2.255392663515394,0.9921916279292503
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2705788396731736,2.2608309581906365,1.138873957001684
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2619874923723114,2.243631180282548,1.1629241846735323
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.24770573446790586,2.181652293080358,1.209658139924828
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.23321997195329763,0.8896789453767013,2.2461701570418886
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.24652771729789072,1.0400653332425749,2.2433254795998283
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,High,高质量,1.1366364375140838,-0.26098448620162856,2.2481396249683767
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.24733149031820978,2.184685058068838,1.206756953728613
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2557362386296432,2.2593611528249755,0.9420338146965607
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.21374496436870102,0.8946782407073983,2.2307456565672634
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.27836940161262674,2.2799394476768287,0.9495531534631922
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.20692114709629034,0.8282434018967417,2.2432403176885045
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.22958395648477822,0.9912899263354605,2.2304432125812825
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.242236697048874,2.1663384164978745,1.208163532785873
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.17919169582484426,0.7985307304143031,2.2430081294448705
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.23796805234314838,0.838688314035605,2.2581409441694458
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,High,高质量,1.1430104135770116,-0.2763919575216091,2.2680067076606987
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,High,高质量,1.1397868784150085,-0.27209647674442716,2.2627284015599223
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.23324789145165153,2.214291076171463,1.1155198854152084
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26039669937265003,2.172415314826746,1.2380606385129496
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25888180353006224,2.2315594895728554,1.1819523638158254
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25973671417215566,2.2551869479929247,1.0695564992226054
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26798789958954866,2.2660019229662867,1.0435940573656748
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25355285687474033,2.188108544729186,1.21770658868841
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26819910158052895,2.2676897937337612,1.0127299282905522
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2653528994149907,2.2643466384909376,1.0222493694185717
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25842540988712137,2.194066437400585,1.2242733415539628
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,1.069818675255027,-0.24972899372410837,2.2437777231045786
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.22191231635337355,0.8792679209919745,2.2396881739599825
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.20529819091404514,0.9934078536912039,2.2062827686219917
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2521856388244657,2.2027419316236734,1.2028827325827585
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.21531719408076988,1.0399917660496194,2.20933188777342
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.25336109201644497,0.9350406457697723,2.2577502997400085
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.24374670133206094,1.1349201624169818,2.2237129579295667
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.20652250051894552,0.8392128693276497,2.239711865017009
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.21351763084430703,0.7770057224095722,2.263932869109171
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25159647408955976,2.204998540399785,1.1989656072790464
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25337814793402014,2.254788112984276,0.9767909944794453
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2513402975563261,2.2318301980269077,1.146216175252564
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.20948805841706147,0.9445971160812118,2.2180278431784393
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.20096761677439187,0.8661472584273538,2.228816593748316
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25642426822892184,2.2436921619587746,1.1270107918762928
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2603510531591165,2.2101590870753083,1.2168290565660658
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2618182197334227,2.2510309148942143,1.1264116806822406
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2609692044930162,2.2114078653424065,1.2172872939044221
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.25413055008071833,1.0322425309124756,2.252062661261587
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26981360809203747,2.2675300946559545,1.051350943103837
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.22780999163681045,0.9772682104707896,2.2301994591973937
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2214453016652782,2.1635853628559847,1.167946205517562
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2603779967517378,2.1829802645637137,1.2338902632377025
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.1690390834308242,0.8195177705427437,2.2294799019111067
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.25986444532994435,1.1201303622511491,2.2494466100558608
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.1942853100419718,0.9002576488285027,2.215307858368913
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26154617270130953,2.2327045802436096,1.1903239885489278
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.25449289721975815,0.992978394943601,2.2548921227211394
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.22911881107565185,2.22050588620376,1.0654163907641014
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2680023793247804,2.260073546255883,1.1185856001350543
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2605779599050195,2.210412225098653,1.2171810857506244
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.236122011756477,1.0376185274541152,2.232376577211139
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.22261995906853013,0.7979734457252892,2.2600629831637153
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.18525980657291977,0.7979925843572717,2.2453674590545116
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.247781249980265,2.233898848798245,1.117439808854328
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25420884471327954,2.2366448623563646,1.144505078122206
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,0.9336046570314995,-0.26086068943057117,2.264578813238981
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2355206643022465,0.9559484353463528,2.239704422813243
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25087753197350277,2.2495799763857964,1.0196461753959043
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25936402079993703,2.210561436733912,1.21391513814394
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.251932993099665,1.1359140507092713,2.235482141653581
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2548188166779141,2.19216163220286,1.2177654836600782
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,High,高质量,1.0894665149302232,-0.2625919202210227,2.256619110442907
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2502189667288381,2.1718788894674113,1.220184495737162
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2612618232127463,2.2467986875140435,1.1453295922666227
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26485952306966615,2.282356430490543,0.7914700467618148
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2697979273494439,2.228913096300702,1.224193624712134
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.19348227637613696,0.7894958520629868,2.2519786272285893
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.19709448731810628,0.8105878223854437,2.2447460290568513
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.24760699126594668,2.1726887681270255,1.2148513697124153
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25825547429348883,2.2285682767237036,1.1857174489042381
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.272324362949005,2.212280519958622,1.2434874869320736
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.27001132128602817,2.255561435054307,1.1648181058032607
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.24323716976054155,0.8905749025958236,2.253749506098335
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2229527749672327,1.0151598985862957,2.2211832950113606
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.24779347916016783,2.1872537515103208,1.205861551611592
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2316909984310467,0.814721703134593,2.2597642443542902
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.25834356769678213,1.0268809134233992,2.2568339671127604
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,0.8655102512267283,-0.22838089102749673,2.2468072122466882
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.15927696406189512,0.8196692452216596,2.225587516225546
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.27041409519640613,2.2652632504111785,1.0953881445724791
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25234833715014177,2.1934273893243987,1.2113866810293246
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.24873342110743643,0.8825128012660537,2.259001979630727
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26153152640213684,2.2342603818979807,1.1869987324276878
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26607895535738435,2.2427156682528846,1.1869963937912922
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2378542601378135,1.103869450359133,2.2236302603318476
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.241399694721346,0.9331734506828384,2.2473463041635675
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2576434865804066,2.204172250394005,1.2152631873424644
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2337643712866447,0.8940628586743715,2.245927633045934
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2688651700985409,2.272939337015793,0.9137996233835809
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25296568864264213,2.223997979029888,1.1745186220993928
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.199531192514578,0.7855757533537207,2.255714723241562
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.24799899117979637,2.19926196029163,1.1955903448837413
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,0.8338845568179334,-0.24421152129140278,2.262914859968753
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25917175714587487,2.238581537196239,1.1647044422004809
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2540140349127686,2.254569069576578,0.9904127233897823
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2049144921651586,0.7958430226879339,2.253514516381905
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.22832739350303563,1.0675297689395673,2.2191923368732747
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,0.8645587574455138,-0.21664397503471805,2.2391981511017365
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.22343610604077543,0.954900831447365,2.2288271521524807
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25645000530447226,2.250136041350479,1.082524414931166
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.19384212840665646,0.7860700027486076,2.2536132219755025
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2486270158009354,2.1839887069453443,1.2100222740405189
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.24801319761090815,2.1886576987312463,1.2052685637570522
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26399708854811543,2.260225810366854,1.0662384909155038
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2283256091372808,1.0248308383790832,2.2255938003856715
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2742063566078459,2.275200542791811,0.9706881088313366
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25213374245755127,2.2366017109098384,1.1324273277108117
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25680773223487774,2.2126609431131765,1.2048089136851134
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2649875797523466,2.2722717298634905,0.8773963131888657
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,0.8952082497686658,-0.22699352682824156,2.2405636845528716
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26442161996444585,2.277677000851468,0.8215592677304617
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25452776905025043,1.1251026408306704,2.2414814520201642
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.18704640037651887,0.7958757315357075,2.2469423019293084
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2621554937992138,2.2773245913696676,0.8136165935651205
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.23647383913596998,0.9003414578900025,2.247153813010465
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.22526718245434274,1.020400390465709,2.222933912830855
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2591472260246849,2.1960760176414342,1.2245670612813635
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.24410579933723087,2.219577182672046,1.1487146346707686
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2688053781141932,2.2706513667899295,0.9559856588905578
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.1988171459725762,0.7997930465359268,2.2496212640205915
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.256266401125078,2.2627294838797076,0.9054555382663917
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2594929143773414,2.2614930821852997,0.9627826814035827
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,1.0667784054927854,-0.26694700323211135,2.263460774372075
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2573723209878961,2.2664002720066105,0.8760621754101251
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2162947384062996,0.815760416255785,2.251709871087323
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2262872913641509,0.8352894798644075,2.251848153818931
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.24554671468229589,1.152230106928167,2.2205879778935262
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26655836020547125,2.2771630873652895,0.838271278697466
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2202783298579813,0.8547835550699039,2.243736396616673
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2385936432386495,0.9013545343482703,2.2487038781731132
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,High,高质量,1.1453261533844874,-0.26768438139568157,2.2558955323449994
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.22481643949315186,0.845334009760873,2.2486747314179087
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2597796436133083,2.264346095454477,0.923081943407708
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25550114254312994,2.2556544419400177,0.9972062955927736
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.22173068912708516,0.9764299125533985,2.2245032183635614
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26464732214363706,2.230748584112537,1.2053082217954902
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.21060397978565334,0.8751078261172331,2.2327856194839977
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2680536394248037,2.2493381987460306,1.177406097632109
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.27725466328093124,2.2429741035475246,1.2309283929033543
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,0.8577760029591341,-0.2033934880727818,2.2326129359901854
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,0.8985719261120191,-0.19911590748046853,2.2192132966624145
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2664041474621187,2.2499380067752677,1.1652685143625892
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2482662198258645,2.18997140585353,1.2047998102065915
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2668870157644167,2.2469455660056945,1.178870038603463
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2294323838254644,2.1551165409669606,1.1907492918433031
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.22892284260599183,1.0922595554692238,2.214701968097689
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.26216274359987646,2.1793606498447122,1.2386012803405295
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.22198707253116362,1.0483239840097203,2.21530213531944
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,2.155185248630648,-0.27006555797014214,1.2575328447358245
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26626644186032505,2.2694850661257084,0.9332163803447122
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.24011710596040106,2.206146231824823,1.1628394597734988
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26835009967755974,2.253414436441155,1.1631466255899587
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26179989628631906,2.2679085117444715,0.8989416294123938
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.20285447841905385,0.8860182481181919,2.2249083699151773
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.27685030899226654,2.2778424375501096,0.9681857412290887
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2651642278714247,2.262168773835527,1.0568965437296545
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2775386112758409,2.2783121478711656,0.9741720865229213
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.253639217525565,1.135573392898506,2.238016642889876
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25868390399540836,2.2713490246284365,0.8409687639032015
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2630882315600235,2.1972555950012995,1.232191722209405
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2562792561986321,2.201538284310714,1.214148938387432
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25978162549372125,2.2205168770848114,1.203999389948867
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26009334310040194,2.2030157667719212,1.2219769955644353
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.24496264419077637,1.139035575210105,2.2242729151241294
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.20976680135045803,0.7893517598878669,2.2578260512727697
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.23645692439602917,0.9642545928516225,2.2397247574830588
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.25757781505018595,1.1502222684614372,2.2402164589094387
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2611484531218162,2.242573637536436,1.161959896530856
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.23908007956738894,2.198280736825391,1.1721779321841386
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2703951244846529,2.2438811005067816,1.2036223740189573
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2581755049829543,2.2534483152809752,1.0692959225400385
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2509120466510544,2.224013480158663,1.1662578533365389
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.22038139011876542,0.8051611894221751,2.2568446230254207
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2510268676173707,2.2287029010672175,1.1545149106963788
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.129308973930652,0.8489195167550576,2.197983433774084
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,0.8484737421750848,-0.26073132496424595,2.271885850523395
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25369922000417316,2.2244444860126187,1.1764399599229463
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.19348114618057824,0.7765852690237873,2.257850513529132
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.23466191357044028,0.8456994063924184,2.254718325216433
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2356636232179565,1.1108465226230186,2.2189684176732642
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2561463122597364,2.2530267843025915,1.0478850380875526
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.24932968550912382,1.1488178643918894,2.2278997630210946
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2225191924843514,0.8034864441158568,2.258331480311671
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.2202715800113922,0.9473611689048395,2.2270330880344553
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.26975194592572826,2.275973831116485,0.8791600076600092
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.23089738802152032,1.1275424158661744,2.2067974605939837
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.23014149928200894,0.9450107378291592,2.236088900676614
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.25453969262112436,2.205262129762817,1.20648166445458
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,-0.20640578446237307,0.8913925834636656,2.2261335300598786
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,1.1506864242288377,-0.26785754279261775,2.255194755626631
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,2.114057092215125,-0.2322362915114808,1.2133001368613383
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Medium,中质量,2.1043549314913044,-0.22042345685030376,1.199811235837652
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2726357302895399,2.28689778953054,0.7907344162619725
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.2585767967279598,2.2480586818682884,1.1182769059975726
1,SVM,支持向量机,SMOTEENN,SMOTE-ENN,Low,低质量,-0.24229404313954714,2.1599158784002856,1.2116467997667728
